Source Course	Target Course	Cosine Similarity
SI 557	SURVMETH 632	0.2
SI 557	SI 539	0.19677398202
SI 557	SI 690	0.191923246049
SI 557	SI 654	0.185695338177
SI 557	SI 551	0.182574185835
SI 557	SI 544	0.182574185835
SI 557	SI 665	0.163857606075
SI 557	SI 548	0.163299316186
SI 557	SI 647	0.157870443475
SI 557	SI 620	0.14342743312
SI 557	BIT 750	0.141421356237
SI 557	IOE 836	0.141421356237
SI 557	BIT 648	0.141421356237
SI 557	IOE 539	0.141421356237
SI 557	IOE 434	0.141421356237
SI 557	SI 653	0.141421356237
SI 557	PHIL 605	0.141421356237
SI 557	HISTORY 796	0.141421356237
SI 557	ASIAN 500	0.141421356237
SI 557	BIT 678	0.141421356237
SI 557	PSYCH 614	0.141421356237
SI 557	STATS 500	0.141421356237
SI 557	IOE 491	0.141421356237
SI 557	ELI 330	0.141421356237
SI 557	SI 645	0.141421356237
SI 557	SI 760	0.141421356237
SI 557	COMM 781	0.141421356237
SI 557	ASIAN 699	0.141421356237
SI 557	SI 724	0.141421356237
SI 557	HBEHED 600	0.141421356237
SI 557	SI 644	0.137649440322
SI 557	SI 580	0.129430045786
SI 557	SI 666	0.127920429813
SI 557	BIT 646	0.126491106407
SI 557	RACKHAM 998	0.126491106407
SI 557	SI 681	0.125321671998
SI 557	SI 643	0.120385853086
SI 557	SI 626	0.117669681083
SI 557	SI 699	0.115470053838
SI 557	STRATEGY 673	0.115470053838
SI 557	OMS 501	0.115470053838
SI 557	PSYCH 613	0.115470053838
SI 557	PUBPOL 688	0.115470053838
SI 557	SI 767	0.115470053838
SI 557	SI 623	0.111417202906
SI 557	SI 696	0.110940039245
SI 557	SI 553	0.110940039245
SI 557	SI 648	0.110940039245
SI 557	SI 519	0.109888451159
SI 557	SI 579	0.105962588565
SI 557	SI 655	0.105045146288
SI 557	SI 670	0.103279555899
SI 557	SI 572	0.1
SI 557	PUBPOL 671	0.1
SI 557	SI 562	0.1
SI 557	SI 658	0.0992277876714
SI 557	SI 621	0.0925820099773
SI 557	PUBPOL 754	0.0894427191
SI 557	SI 563	0.0894427191
SI 557	BIT 513	0.0894427191
SI 557	COMM 810	0.0894427191
SI 557	MKT 501	0.0894427191
SI 557	SI 514	0.0894427191
SI 557	SI 511	0.0894427191
SI 557	SI 689	0.0875189948987
SI 557	SI 581	0.0838627869378
SI 557	SI 791	0.0834057656228
SI 557	SI 675	0.0816496580928
SI 557	ELI 321	0.0816496580928
SI 557	SI 575	0.0755928946018
SI 557	SI 702	0.0755928946018
SI 557	MSP 601	0.0755928946018
SI 557	MSP 602	0.0755928946018
SI 557	MHS 663	0.0755928946018
SI 557	SI 515	0.0718421208107
SI 557	SI 692	0.0717137165601
SI 557	SI 701	0.0707106781187
SI 557	SI 649	0.0707106781187
SI 557	SI 614	0.0707106781187
SI 557	SI 792	0.068599434057
SI 557	SI 629	0.0679366220487
SI 557	SI 624	0.0666666666667
SI 557	SI 637	0.0666666666667
SI 557	MSP 609	0.0666666666667
SI 557	SI 549	0.0666666666667
SI 557	SI 615	0.0666666666667
SI 557	SI 840	0.0632455532034
SI 557	SI 508	0.0632455532034
SI 557	SI 639	0.0603022689156
SI 557	BIT 512	0.057735026919
SI 557	SI 631	0.057735026919
SI 557	SI 668	0.0534522483825
SI 557	SI 632	0.05
SI 557	SI 676	0.05
SI 557	SI 663	0.0458831467741
SI 557	SI 505	0.0458831467741
SI 557	IOE 536	0.04472135955
SI 557	SI 540	0.0441726104299
SI 557	SI 633	0.0316227766017
SI 563	SI 562	0.894427191
SI 563	ACC 315	0.4472135955
SI 563	ACC 312	0.4472135955
SI 563	SI 630	0.4472135955
SI 563	ES 623	0.4472135955
SI 563	FIN 629	0.4472135955
SI 563	ACC 272	0.4472135955
SI 563	BIT 601	0.4472135955
SI 563	SI 683	0.404519917478
SI 563	SI 676	0.335410196625
SI 563	ACC 630	0.316227766017
SI 563	ES 715	0.316227766017
SI 563	SI 680	0.282842712475
SI 563	SI 508	0.282842712475
SI 563	SI 689	0.260931229221
SI 563	SI 652	0.216930457819
SI 563	SI 583	0.210818510678
SI 563	SI 599	0.2
SI 563	SI 511	0.2
SI 563	SI 530	0.190692517849
SI 563	ARCH 531	0.190692517849
SI 563	SI 520	0.186500961648
SI 563	SI 548	0.182574185835
SI 563	SI 622	0.1788854382
SI 563	SI 646	0.163299316186
SI 563	SI 544	0.163299316186
SI 563	SI 618	0.158113883008
SI 563	SI 682	0.145521375022
SI 563	SI 627	0.129099444874
SI 563	BIT 512	0.129099444874
SI 563	SI 687	0.124034734589
SI 563	SI 679	0.111803398875
SI 563	SI 688	0.110096376513
SI 563	SI 690	0.107288356157
SI 563	SI 681	0.105085416616
SI 563	SI 505	0.102597835209
SI 563	IOE 536	0.1
SI 563	SI 540	0.098772959665
SI 563	SI 557	0.0894427191
SI 563	SI 601	0.0894427191
SI 563	SI 539	0.08
SI 563	SI 543	0.0674199862463
SI 572	SI 678	0.333333333333
SI 572	NRE 540	0.288675134595
SI 572	UP 507	0.288675134595
SI 572	PUBPOL 653	0.25
SI 572	HISTORY 467	0.25
SI 572	HISTORY 641	0.25
SI 572	ELI 337	0.25
SI 572	ENGLISH 503	0.25
SI 572	EDUC 860	0.25
SI 572	ECON 434	0.25
SI 572	SI 580	0.231125081761
SI 572	SI 639	0.226133508433
SI 572	SI 543	0.226133508433
SI 572	SI 539	0.22360679775
SI 572	SI 655	0.19695964929
SI 572	SI 621	0.192879187453
SI 572	SI 688	0.184637236469
SI 572	SI 581	0.183449846426
SI 572	SI 692	0.1792842914
SI 572	AMCULT 425	0.176776695297
SI 572	MUSICOL 503	0.176776695297
SI 572	BIT 678	0.176776695297
SI 572	MKT 619	0.176776695297
SI 572	SI 618	0.176776695297
SI 572	SI 690	0.164934039574
SI 572	SI 666	0.159900537267
SI 572	SI 622	0.15
SI 572	SI 689	0.145864991498
SI 572	SI 737	0.144337567297
SI 572	HISTART 489	0.144337567297
SI 572	BE 501	0.144337567297
SI 572	MKT 620	0.144337567297
SI 572	NRE 531	0.144337567297
SI 572	SI 540	0.138039407594
SI 572	SI 519	0.137360563949
SI 572	SI 551	0.136930639376
SI 572	SI 682	0.135581536137
SI 572	SI 579	0.132453235707
SI 572	SI 647	0.131558702896
SI 572	SI 624	0.125
SI 572	SI 632	0.125
SI 572	PSYCH 808	0.125
SI 572	SI 596	0.121267812518
SI 572	SI 681	0.117489067498
SI 572	SI 665	0.117041147196
SI 572	SI 644	0.114707866935
SI 572	SI 629	0.113227703414
SI 572	PUBPOL 754	0.111803398875
SI 572	COMM 810	0.111803398875
SI 572	SI 675	0.102062072616
SI 572	ELI 321	0.102062072616
SI 572	SI 557	0.1
SI 572	SI 601	0.1
SI 572	MSP 601	0.0944911182523
SI 572	MSP 602	0.0944911182523
SI 572	SI 658	0.0930260509419
SI 572	SI 623	0.0928476690885
SI 572	SI 645	0.0883883476483
SI 572	MSP 609	0.0833333333333
SI 572	SI 549	0.0833333333333
SI 572	SI 615	0.0833333333333
SI 572	SI 686	0.0790569415042
SI 572	SI 508	0.0790569415042
SI 572	SI 553	0.0693375245282
SI 572	SI 648	0.0693375245282
SI 572	SI 687	0.0693375245282
SI 572	SI 575	0.0629940788349
SI 572	SI 679	0.0625
SI 572	SI 652	0.0606339062591
SI 572	SI 643	0.0601929265429
SI 572	SI 620	0.0597614304667
SI 572	SI 533	0.0573539334676
SI 572	SI 663	0.0573539334676
SI 572	IOE 536	0.0559016994375
SI 572	SI 530	0.0533001790889
SI 572	SI 791	0.0521286035143
SI 572	SI 520	0.0521286035143
SI 572	SI 702	0.0472455591262
SI 572	SI 544	0.0456435464588
SI 572	SI 515	0.0449013255067
SI 572	SI 649	0.0441941738242
SI 572	SI 637	0.0416666666667
SI 572	SI 625	0.0410997468263
SI 572	SI 633	0.0395284707521
SI 575	SI 539	0.338061701891
SI 575	SI 540	0.306087419414
SI 575	SI 533	0.289036656508
SI 575	SI 681	0.266440160888
SI 575	SI 622	0.264575131106
SI 575	SI 682	0.259641352869
SI 575	SI 625	0.2485479064
SI 575	SI 519	0.242281261437
SI 575	BIT 646	0.239045721867
SI 575	SI 702	0.238095238095
SI 575	SI 532	0.237565548367
SI 575	SI 596	0.229174624257
SI 575	BIT 648	0.222717701594
SI 575	SI 507	0.222717701594
SI 575	SI 580	0.221304576641
SI 575	SI 631	0.218217890236
SI 575	EDUC 601	0.218217890236
SI 575	SI 655	0.21505972236
SI 575	SI 690	0.211575491608
SI 575	SI 688	0.201604912253
SI 575	SI 647	0.19889806324
SI 575	MO 512	0.188982236505
SI 575	ARCH 531	0.188025358273
SI 575	BIT 512	0.181848241863
SI 575	SI 593	0.178174161275
SI 575	STRATEGY 669	0.178174161275
SI 575	SI 510	0.178174161275
SI 575	SI 649	0.178174161275
SI 575	ENGLISH 407	0.178174161275
SI 575	SI 621	0.174963553056
SI 575	SI 505	0.173421993905
SI 575	BIT 513	0.169030850946
SI 575	SI 692	0.165643115533
SI 575	SI 530	0.161164592805
SI 575	SI 666	0.161164592805
SI 575	SI 508	0.159363814578
SI 575	SI 684	0.152783082838
SI 575	SI 605	0.15194743528
SI 575	SI 643	0.151671918398
SI 575	SI 620	0.150584650484
SI 575	SI 689	0.147018092379
SI 575	MO 603	0.145478593491
SI 575	SI 541	0.142857142857
SI 575	SI 629	0.142653497504
SI 575	SI 658	0.140642169282
SI 575	SI 551	0.138013111868
SI 575	SI 646	0.138013111868
SI 575	SI 544	0.138013111868
SI 575	SI 515	0.13576884666
SI 575	SI 645	0.133630620956
SI 575	SI 637	0.12598815767
SI 575	ENGLISH 528	0.12598815767
SI 575	HISTORY 456	0.12598815767
SI 575	PHIL 420	0.12598815767
SI 575	ENGLISH 590	0.12598815767
SI 575	ENGLISH 881	0.12598815767
SI 575	BA 615	0.12598815767
SI 575	EECS 695	0.12598815767
SI 575	UP 406	0.12598815767
SI 575	PUBPOL 585	0.12598815767
SI 575	STATS 405	0.12598815767
SI 575	FIN 551	0.12598815767
SI 575	NRE 512	0.12598815767
SI 575	ES 615	0.12598815767
SI 575	EDUC 758	0.12598815767
SI 575	MKT 601	0.12598815767
SI 575	MKT 603	0.12598815767
SI 575	MKT 608	0.12598815767
SI 575	KINESLGY 684	0.12598815767
SI 575	ARTDES 713	0.12598815767
SI 575	ARTDES 716	0.12598815767
SI 575	ARTDES 715	0.12598815767
SI 575	ARTDES 652	0.12598815767
SI 575	ARTDES 651	0.12598815767
SI 575	SI 524	0.12598815767
SI 575	HISTART 531	0.12598815767
SI 575	EDUC 728	0.12598815767
SI 575	SOC 530	0.12598815767
SI 575	ARTDES 751	0.12598815767
SI 575	ARTDES 616	0.12598815767
SI 575	ARTDES 615	0.12598815767
SI 575	ANTHRCUL 458	0.12598815767
SI 575	PUBPOL 677	0.12598815767
SI 575	SI 888	0.12598815767
SI 575	FIN 615	0.12598815767
SI 575	NRE 441	0.12598815767
SI 575	DUTCH 511	0.12598815767
SI 575	ARTDES 609	0.12598815767
SI 575	ARTDES 605	0.12598815767
SI 575	MO 617	0.12598815767
SI 575	MO 611	0.12598815767
SI 575	EECS 594	0.12598815767
SI 575	ARTDES 551	0.12598815767
SI 575	LHC 506	0.12598815767
SI 575	CSIB 645	0.12598815767
SI 575	ECON 502	0.12598815767
SI 575	ARTDES 456	0.12598815767
SI 575	MHS 662	0.12598815767
SI 575	SI 686	0.119522860933
SI 575	MHS 663	0.119047619048
SI 575	SI 581	0.118864327763
SI 575	SI 665	0.117966388054
SI 575	SI 579	0.116812774008
SI 575	PUBPOL 754	0.112687233964
SI 575	SI 599	0.112687233964
SI 575	SI 514	0.112687233964
SI 575	SI 792	0.108033953925
SI 575	SI 615	0.104990131391
SI 575	SI 687	0.104828483672
SI 575	SI 668	0.101015254455
SI 575	SI 633	0.0996023841112
SI 575	MO 700	0.0952380952381
SI 575	SI 543	0.0949671470497
SI 575	SI 632	0.0944911182523
SI 575	SI 679	0.0944911182523
SI 575	SI 623	0.0935816541791
SI 575	PUBPOL 650	0.0890870806375
SI 575	OMS 616	0.0890870806375
SI 575	BIT 750	0.0890870806375
SI 575	AMCULT 425	0.0890870806375
SI 575	ARTDES 611	0.0890870806375
SI 575	RACKHAM 570	0.0890870806375
SI 575	BE 550	0.0890870806375
SI 575	IOE 434	0.0890870806375
SI 575	SOC 522	0.0890870806375
SI 575	EDUC 500	0.0890870806375
SI 575	POLSCI 596	0.0890870806375
SI 575	SWC 630	0.0890870806375
SI 575	PHIL 423	0.0890870806375
SI 575	COMM 993	0.0890870806375
SI 575	ENGLISH 549	0.0890870806375
SI 575	FIN 621	0.0890870806375
SI 575	ACC 564	0.0890870806375
SI 575	CMPLXSYS 501	0.0890870806375
SI 575	ES 715	0.0890870806375
SI 575	SI 550	0.0890870806375
SI 575	BIT 581	0.0890870806375
SI 575	SI 542	0.0890870806375
SI 575	SI 724	0.0890870806375
SI 575	ELI 320	0.0890870806375
SI 575	SI 644	0.0867109969524
SI 575	IOE 536	0.0845154254729
SI 575	SI 840	0.079681907289
SI 575	SI 680	0.079681907289
SI 575	SI 791	0.0788110406239
SI 575	SI 520	0.0788110406239
SI 575	SI 557	0.0755928946018
SI 575	SI 626	0.0741249316661
SI 575	NRE 540	0.0727392967453
SI 575	SI 699	0.0727392967453
SI 575	PUBPOL 534	0.0727392967453
SI 575	OMS 501	0.0727392967453
SI 575	PUBPOL 688	0.0727392967453
SI 575	UP 507	0.0727392967453
SI 575	EDUC 737	0.0727392967453
SI 575	MKT 620	0.0727392967453
SI 575	NRE 531	0.0727392967453
SI 575	SI 670	0.0650600048632
SI 575	SI 624	0.0629940788349
SI 575	SI 572	0.0629940788349
SI 575	SI 719	0.0629940788349
SI 575	SI 676	0.0629940788349
SI 575	ARTDES 600	0.0629940788349
SI 575	SI 616	0.0629940788349
SI 575	SI 583	0.0593913870916
SI 575	SI 663	0.0578073313016
SI 575	EDUC 626	0.0563436169819
SI 575	COMM 810	0.0563436169819
SI 575	SWC 993	0.0563436169819
SI 575	SI 641	0.0563436169819
SI 575	SI 708	0.0514344499874
SI 575	SI 675	0.0514344499874
SI 575	ELI 321	0.0514344499874
SI 575	MSP 601	0.047619047619
SI 575	MSP 602	0.047619047619
SI 575	SI 654	0.0467908270896
SI 575	HISTORY 698	0.0445435403187
SI 575	SI 614	0.0445435403187
SI 575	MSP 609	0.0419960525566
SI 575	RACKHAM 998	0.0398409536445
SI 575	EDCURINS 575	0.0398409536445
SI 575	SI 617	0.0398409536445
SI 575	SI 639	0.0379868588199
SI 575	SI 683	0.0379868588199
SI 575	SI 627	0.0363696483727
SI 575	SI 696	0.0349428278907
SI 575	SI 553	0.0349428278907
SI 575	SI 648	0.0349428278907
SI 575	SI 652	0.0305566165676
SI 579	SI 647	0.441442855726
SI 579	SI 643	0.382691898588
SI 579	SI 666	0.367108621571
SI 579	SI 665	0.356557009109
SI 579	SI 681	0.352734295406
SI 579	SI 629	0.344939640844
SI 579	SI 581	0.333236924558
SI 579	SI 580	0.330623261267
SI 579	SI 519	0.327489320763
SI 579	SI 620	0.316623793431
SI 579	SI 633	0.314140431219
SI 579	SI 539	0.284327461324
SI 579	SI 655	0.278271390422
SI 579	SI 690	0.270096583807
SI 579	PUBPOL 585	0.264906471413
SI 579	SI 532	0.249756216422
SI 579	SI 596	0.240934712326
SI 579	SI 626	0.23378595006
SI 579	NRE 531	0.229415733871
SI 579	SI 621	0.224817757811
SI 579	SI 692	0.221636655401
SI 579	SI 623	0.221363535574
SI 579	SI 678	0.220755392844
SI 579	SI 615	0.220755392844
SI 579	SI 632	0.215236508023
SI 579	SI 533	0.212707993912
SI 579	MHS 663	0.200250469729
SI 579	SI 639	0.199680765958
SI 579	PUBPOL 687	0.19867985356
SI 579	PUBPOL 671	0.19867985356
SI 579	ACABS 591	0.187317162316
SI 579	SI 644	0.182321137639
SI 579	SI 540	0.175524155431
SI 579	SI 624	0.154528774991
SI 579	SI 637	0.154528774991
SI 579	SI 699	0.15294382258
SI 579	HISTART 754	0.15294382258
SI 579	HISTART 489	0.15294382258
SI 579	SI 658	0.147859217427
SI 579	SI 645	0.140487871737
SI 579	SI 507	0.140487871737
SI 579	HISTORY 456	0.132453235707
SI 579	SI 572	0.132453235707
SI 579	SI 628	0.132453235707
SI 579	LAW 608	0.132453235707
SI 579	PUBPOL 587	0.132453235707
SI 579	PUBPOL 580	0.132453235707
SI 579	EECS 588	0.132453235707
SI 579	POLSCI 499	0.132453235707
SI 579	PUBPOL 578	0.132453235707
SI 579	ANTHRCUL 502	0.132453235707
SI 579	POLSCI 594	0.132453235707
SI 579	ENGLISH 648	0.132453235707
SI 579	SURVMETH 680	0.132453235707
SI 579	HISTART 531	0.132453235707
SI 579	HISTORY 591	0.132453235707
SI 579	PUBPOL 770	0.132453235707
SI 579	ENGLISH 503	0.132453235707
SI 579	ENGLISH 501	0.132453235707
SI 579	PUBPOL 513	0.132453235707
SI 579	PUBPOL 686	0.132453235707
SI 579	PUBPOL 675	0.132453235707
SI 579	SAC 441	0.132453235707
SI 579	LHC 582	0.132453235707
SI 579	CLARCH 993	0.132453235707
SI 579	ANTHRCUL 553	0.132453235707
SI 579	WOMENSTD 530	0.132453235707
SI 579	WOMENSTD 425	0.132453235707
SI 579	PUBPOL 735	0.132453235707
SI 579	MHS 665	0.132453235707
SI 579	MHS 661	0.132453235707
SI 579	SI 617	0.125656172488
SI 579	SI 605	0.119808459575
SI 579	PUBPOL 754	0.118469775552
SI 579	SI 511	0.118469775552
SI 579	SI 575	0.116812774008
SI 579	SI 696	0.110207753756
SI 579	SI 648	0.110207753756
SI 579	SI 625	0.108875889077
SI 579	SI 668	0.106198848811
SI 579	SI 557	0.105962588565
SI 579	SI 601	0.105962588565
SI 579	SI 654	0.0983837935887
SI 579	SI 646	0.0967301666813
SI 579	SI 515	0.095157213614
SI 579	AMCULT 425	0.0936585811582
SI 579	MUSICOL 503	0.0936585811582
SI 579	COMM 993	0.0936585811582
SI 579	PUBPOL 558	0.0936585811582
SI 579	PUBPOL 555	0.0936585811582
SI 579	PUBPOL 529	0.0936585811582
SI 579	SI 550	0.0936585811582
SI 579	ENGLISH 473	0.0936585811582
SI 579	PUBPOL 678	0.0936585811582
SI 579	HB 605	0.0936585811582
SI 579	SI 510	0.0936585811582
SI 579	PUBPOL 636	0.0936585811582
SI 579	PUBPOL 638	0.0936585811582
SI 579	BIT 581	0.0936585811582
SI 579	MO 501	0.0936585811582
SI 579	SI 505	0.0911605688194
SI 579	SI 530	0.0847173742087
SI 579	SI 791	0.0828552264999
SI 579	SI 622	0.0794719414239
SI 579	NRE 540	0.0764719112902
SI 579	PUBPOL 534	0.0764719112902
SI 579	SI 631	0.0764719112902
SI 579	PUBPOL 688	0.0764719112902
SI 579	UP 507	0.0764719112902
SI 579	BE 501	0.0764719112902
SI 579	SI 551	0.072547625011
SI 579	SI 676	0.0662266178533
SI 579	SI 516	0.0662266178533
SI 579	EDUC 626	0.0592348877759
SI 579	BIT 551	0.0592348877759
SI 579	BIT 513	0.0592348877759
SI 579	SI 599	0.0592348877759
SI 579	MKT 501	0.0592348877759
SI 579	SWC 993	0.0592348877759
SI 579	SI 675	0.0540738070436
SI 579	SI 541	0.0500626174322
SI 579	SI 544	0.0483650833407
SI 579	BIT 648	0.0468292905791
SI 579	HISTORY 698	0.0468292905791
SI 579	SI 792	0.0454310850424
SI 579	BIT 646	0.0418853908292
SI 579	SI 508	0.0418853908292
SI 579	SI 627	0.0382359556451
SI 579	BIT 512	0.0382359556451
SI 579	SI 553	0.0367359179185
SI 579	SI 616	0.0331133089266
SI 579	SI 688	0.0326077325363
SI 579	SI 652	0.0321246283102
SI 579	SI 684	0.0321246283102
SI 579	SI 583	0.0312195270527
SI 579	SI 663	0.0303868562731
SI 579	SI 682	0.0287331410614
SI 579	SI 520	0.0276184088333
SI 579	SI 702	0.0250313087161
SI 579	SI 649	0.0234146452895
SI 579	SI 543	0.0199680765958
SI 579	SI 689	0.0193202901002
SI 580	SI 692	0.762442575752
SI 580	SI 581	0.726854755787
SI 580	SI 632	0.716487753458
SI 580	SI 629	0.711817532091
SI 580	SI 655	0.570546348571
SI 580	SI 637	0.539291857441
SI 580	SI 647	0.518937872438
SI 580	SI 633	0.482381910619
SI 580	SI 666	0.453339503592
SI 580	SI 539	0.421718097603
SI 580	SI 515	0.415112901156
SI 580	SI 681	0.412750989039
SI 580	SI 665	0.389536483897
SI 580	SI 596	0.369970036698
SI 580	SI 690	0.360410991971
SI 580	SI 540	0.357328936902
SI 580	SI 579	0.330623261267
SI 580	SI 643	0.322760605592
SI 580	SI 620	0.320446879664
SI 580	MHS 663	0.297014037071
SI 580	SI 615	0.292758436897
SI 580	SI 519	0.266678761216
SI 580	HISTORY 698	0.261488180184
SI 580	SI 644	0.25451390519
SI 580	SI 639	0.250872603002
SI 580	SI 572	0.231125081761
SI 580	SI 575	0.221304576641
SI 580	SI 678	0.215716742976
SI 580	SI 621	0.213980246255
SI 580	SI 624	0.200308404192
SI 580	SI 675	0.188712839024
SI 580	SI 696	0.179487179487
SI 580	MSP 601	0.174714139454
SI 580	MSP 602	0.174714139454
SI 580	SI 541	0.174714139454
SI 580	SI 658	0.172005229038
SI 580	SI 670	0.167093470609
SI 580	HISTART 754	0.160128153805
SI 580	HISTART 489	0.160128153805
SI 580	NRE 531	0.160128153805
SI 580	MSP 609	0.15408338784
SI 580	SI 648	0.153846153846
SI 580	SI 626	0.145047544859
SI 580	SI 622	0.138675049056
SI 580	SI 719	0.138675049056
SI 580	RACKHAM 575	0.138675049056
SI 580	SI 623	0.1373403207
SI 580	AMCULT 425	0.130744090092
SI 580	AMCULT 520	0.130744090092
SI 580	HISTORY 796	0.130744090092
SI 580	LING 517	0.130744090092
SI 580	ENGLISH 434	0.130744090092
SI 580	SI 586	0.130744090092
SI 580	ENGLISH 993	0.130744090092
SI 580	SI 645	0.130744090092
SI 580	MO 501	0.130744090092
SI 580	SI 557	0.129430045786
SI 580	SI 511	0.124034734589
SI 580	SI 682	0.120331367519
SI 580	SI 654	0.120172780612
SI 580	SI 530	0.118262479198
SI 580	SI 551	0.11815292616
SI 580	SI 791	0.115662986393
SI 580	HMP 668	0.106752102537
SI 580	SI 631	0.106752102537
SI 580	SI 737	0.106752102537
SI 580	UP 507	0.106752102537
SI 580	SI 505	0.106047460496
SI 580	SI 553	0.102564102564
SI 580	SI 688	0.1024183113
SI 580	SI 792	0.0951302988309
SI 580	SI 601	0.0924500327042
SI 580	PUBPOL 653	0.0924500327042
SI 580	HISTORY 451	0.0924500327042
SI 580	WOMENSTD 551	0.0924500327042
SI 580	HISTART 463	0.0924500327042
SI 580	ENGLISH 590	0.0924500327042
SI 580	LATIN 401	0.0924500327042
SI 580	HISTART 600	0.0924500327042
SI 580	HISTART 608	0.0924500327042
SI 580	RUSSIAN 521	0.0924500327042
SI 580	HISTORY 672	0.0924500327042
SI 580	ENGLISH 881	0.0924500327042
SI 580	RACKHAM 571	0.0924500327042
SI 580	UP 406	0.0924500327042
SI 580	BIT 645	0.0924500327042
SI 580	POLSCI 499	0.0924500327042
SI 580	ANTHRCUL 658	0.0924500327042
SI 580	SAC 602	0.0924500327042
SI 580	BCS 439	0.0924500327042
SI 580	NRE 512	0.0924500327042
SI 580	GEOG 406	0.0924500327042
SI 580	HISTORY 467	0.0924500327042
SI 580	ANTHRCUL 502	0.0924500327042
SI 580	ENGLISH 463	0.0924500327042
SI 580	ITALIAN 103	0.0924500327042
SI 580	ENGLISH 648	0.0924500327042
SI 580	SAC 455	0.0924500327042
SI 580	SI 635	0.0924500327042
SI 580	EDUC 874	0.0924500327042
SI 580	HISTORY 798	0.0924500327042
SI 580	HISTORY 641	0.0924500327042
SI 580	ARTDES 713	0.0924500327042
SI 580	ARTDES 716	0.0924500327042
SI 580	ARTDES 715	0.0924500327042
SI 580	ARTDES 652	0.0924500327042
SI 580	ARTDES 651	0.0924500327042
SI 580	HISTORY 498	0.0924500327042
SI 580	HISTART 531	0.0924500327042
SI 580	SOC 530	0.0924500327042
SI 580	ARTDES 751	0.0924500327042
SI 580	ARTDES 616	0.0924500327042
SI 580	ARTDES 615	0.0924500327042
SI 580	HISTORY 591	0.0924500327042
SI 580	PUBPOL 770	0.0924500327042
SI 580	ENGLISH 503	0.0924500327042
SI 580	ANTHRCUL 458	0.0924500327042
SI 580	SI 732	0.0924500327042
SI 580	PUBPOL 675	0.0924500327042
SI 580	SAC 441	0.0924500327042
SI 580	AMCULT 498	0.0924500327042
SI 580	HISTORY 786	0.0924500327042
SI 580	CLARCH 993	0.0924500327042
SI 580	SOC 504	0.0924500327042
SI 580	HISTORY 536	0.0924500327042
SI 580	ANTHRCUL 553	0.0924500327042
SI 580	SI 516	0.0924500327042
SI 580	ENGLISH 432	0.0924500327042
SI 580	LATIN 502	0.0924500327042
SI 580	WOMENSTD 425	0.0924500327042
SI 580	HISTART 613	0.0924500327042
SI 580	UP 696	0.0924500327042
SI 580	ARTDES 609	0.0924500327042
SI 580	ARTDES 605	0.0924500327042
SI 580	MO 617	0.0924500327042
SI 580	ARTDES 551	0.0924500327042
SI 580	COMM 783	0.0924500327042
SI 580	ENGLISH 569	0.0924500327042
SI 580	LHC 506	0.0924500327042
SI 580	ARTDES 456	0.0924500327042
SI 580	MHS 661	0.0924500327042
SI 580	MHS 662	0.0924500327042
SI 580	SI 702	0.0873570697268
SI 580	SI 533	0.0848379683968
SI 580	SI 605	0.0836242010007
SI 580	SI 543	0.0836242010007
SI 580	SI 599	0.0826898230595
SI 580	SI 625	0.0759934587646
SI 580	SI 544	0.0675159578056
SI 580	OMS 616	0.0653720450461
SI 580	BIT 750	0.0653720450461
SI 580	ARTDES 611	0.0653720450461
SI 580	SI 532	0.0653720450461
SI 580	RACKHAM 570	0.0653720450461
SI 580	BIT 648	0.0653720450461
SI 580	MO 561	0.0653720450461
SI 580	EECS 584	0.0653720450461
SI 580	MUSICOL 503	0.0653720450461
SI 580	EDUC 500	0.0653720450461
SI 580	POLSCI 596	0.0653720450461
SI 580	PUBPOL 715	0.0653720450461
SI 580	PHIL 423	0.0653720450461
SI 580	PHIL 605	0.0653720450461
SI 580	ACABS 591	0.0653720450461
SI 580	COMM 993	0.0653720450461
SI 580	ASIAN 500	0.0653720450461
SI 580	ENGLISH 549	0.0653720450461
SI 580	FIN 621	0.0653720450461
SI 580	CMPLXSYS 501	0.0653720450461
SI 580	SI 593	0.0653720450461
SI 580	MUSMETH 406	0.0653720450461
SI 580	SI 550	0.0653720450461
SI 580	ENGLISH 473	0.0653720450461
SI 580	PUBPOL 678	0.0653720450461
SI 580	STRATEGY 669	0.0653720450461
SI 580	HB 605	0.0653720450461
SI 580	COMM 781	0.0653720450461
SI 580	SI 542	0.0653720450461
SI 580	ENGLISH 407	0.0653720450461
SI 580	SI 618	0.0653720450461
SI 580	SI 614	0.0653720450461
SI 580	SI 549	0.0616333551361
SI 580	ARCH 531	0.0591312395989
SI 580	BIT 646	0.0584705346205
SI 580	EDUC 606	0.0584705346205
SI 580	SI 689	0.0539408929375
SI 580	NRE 540	0.0533760512684
SI 580	PUBPOL 534	0.0533760512684
SI 580	OMS 501	0.0533760512684
SI 580	MO 603	0.0533760512684
SI 580	PUBPOL 688	0.0533760512684
SI 580	SI 668	0.0494166211107
SI 580	SI 649	0.0490290337845
SI 580	SI 661	0.0462250163521
SI 580	MO 512	0.0462250163521
SI 580	PUBPOL 687	0.0462250163521
SI 580	ARTDES 600	0.0462250163521
SI 580	SI 684	0.0448448529331
SI 580	SI 514	0.0413449115297
SI 580	SWC 993	0.0413449115297
SI 580	SI 641	0.0413449115297
SI 580	SI 638	0.0377425678048
SI 580	MO 700	0.0349428278907
SI 580	SI 646	0.0337579789028
